user_id,is_cheater,cheating_group_id,cheating_severity
1,1,group_high_severity_1,high_severity
2,1,group_high_severity_1,high_severity
3,1,group_high_severity_1,high_severity
4,1,group_high_severity_1,high_severity
5,1,group_high_severity_2,high_severity
6,1,group_high_severity_2,high_severity
7,1,group_high_severity_2,high_severity
8,1,group_high_severity_2,high_severity
9,1,group_medium_severity_1,medium_severity
10,1,group_medium_severity_1,medium_severity
11,1,group_medium_severity_1,medium_severity
12,1,group_medium_severity_1,medium_severity
13,1,group_medium_severity_1,medium_severity
14,1,group_medium_severity_1,medium_severity
15,1,group_medium_severity_2,medium_severity
16,1,group_medium_severity_2,medium_severity
17,1,group_medium_severity_2,medium_severity
18,1,group_medium_severity_2,medium_severity
19,1,group_medium_severity_2,medium_severity
20,1,group_medium_severity_2,medium_severity
21,1,group_medium_severity_3,medium_severity
22,1,group_medium_severity_3,medium_severity
23,1,group_medium_severity_3,medium_severity
24,1,group_medium_severity_3,medium_severity
25,1,group_medium_severity_3,medium_severity
26,1,group_medium_severity_3,medium_severity
27,1,group_low_severity_1,low_severity
28,1,group_low_severity_1,low_severity
29,1,group_low_severity_1,low_severity
30,1,group_low_severity_1,low_severity
31,1,group_low_severity_1,low_severity
32,1,group_low_severity_1,low_severity
33,1,group_low_severity_1,low_severity
34,1,group_low_severity_1,low_severity
35,1,group_low_severity_2,low_severity
36,1,group_low_severity_2,low_severity
37,1,group_low_severity_2,low_severity
38,1,group_low_severity_2,low_severity
39,1,group_low_severity_2,low_severity
40,1,group_low_severity_2,low_severity
41,1,group_low_severity_2,low_severity
42,1,group_low_severity_2,low_severity
43,1,group_low_severity_3,low_severity
44,1,group_low_severity_3,low_severity
45,1,group_low_severity_3,low_severity
46,1,group_low_severity_3,low_severity
47,1,group_low_severity_3,low_severity
48,1,group_low_severity_3,low_severity
49,1,group_low_severity_3,low_severity
50,1,group_low_severity_3,low_severity
51,0,N/A,N/A
52,0,N/A,N/A
53,0,N/A,N/A
54,0,N/A,N/A
55,0,N/A,N/A
56,0,N/A,N/A
57,0,N/A,N/A
58,0,N/A,N/A
59,0,N/A,N/A
60,0,N/A,N/A
61,0,N/A,N/A
62,0,N/A,N/A
63,0,N/A,N/A
64,0,N/A,N/A
65,0,N/A,N/A
66,0,N/A,N/A
67,0,N/A,N/A
68,0,N/A,N/A
69,0,N/A,N/A
70,0,N/A,N/A
71,0,N/A,N/A
72,0,N/A,N/A
73,0,N/A,N/A
74,0,N/A,N/A
75,0,N/A,N/A
76,0,N/A,N/A
77,0,N/A,N/A
78,0,N/A,N/A
79,0,N/A,N/A
80,0,N/A,N/A
81,0,N/A,N/A
82,0,N/A,N/A
83,0,N/A,N/A
84,0,N/A,N/A
85,0,N/A,N/A
86,0,N/A,N/A
87,0,N/A,N/A
88,0,N/A,N/A
89,0,N/A,N/A
90,0,N/A,N/A
91,0,N/A,N/A
92,0,N/A,N/A
93,0,N/A,N/A
94,0,N/A,N/A
95,0,N/A,N/A
96,0,N/A,N/A
97,0,N/A,N/A
98,0,N/A,N/A
99,0,N/A,N/A
100,0,N/A,N/A
101,0,N/A,N/A
102,0,N/A,N/A
103,0,N/A,N/A
104,0,N/A,N/A
105,0,N/A,N/A
106,0,N/A,N/A
107,0,N/A,N/A
108,0,N/A,N/A
109,0,N/A,N/A
110,0,N/A,N/A
111,0,N/A,N/A
112,0,N/A,N/A
113,0,N/A,N/A
114,0,N/A,N/A
115,0,N/A,N/A
116,0,N/A,N/A
117,0,N/A,N/A
118,0,N/A,N/A
119,0,N/A,N/A
120,0,N/A,N/A
121,0,N/A,N/A
122,0,N/A,N/A
123,0,N/A,N/A
124,0,N/A,N/A
125,0,N/A,N/A
126,0,N/A,N/A
127,0,N/A,N/A
128,0,N/A,N/A
129,0,N/A,N/A
130,0,N/A,N/A
131,0,N/A,N/A
132,0,N/A,N/A
133,0,N/A,N/A
134,0,N/A,N/A
135,0,N/A,N/A
136,0,N/A,N/A
137,0,N/A,N/A
138,0,N/A,N/A
139,0,N/A,N/A
140,0,N/A,N/A
141,0,N/A,N/A
142,0,N/A,N/A
143,0,N/A,N/A
144,0,N/A,N/A
145,0,N/A,N/A
146,0,N/A,N/A
147,0,N/A,N/A
148,0,N/A,N/A
149,0,N/A,N/A
150,0,N/A,N/A
151,0,N/A,N/A
152,0,N/A,N/A
153,0,N/A,N/A
154,0,N/A,N/A
155,0,N/A,N/A
156,0,N/A,N/A
157,0,N/A,N/A
158,0,N/A,N/A
159,0,N/A,N/A
160,0,N/A,N/A
161,0,N/A,N/A
162,0,N/A,N/A
163,0,N/A,N/A
164,0,N/A,N/A
165,0,N/A,N/A
166,0,N/A,N/A
167,0,N/A,N/A
168,0,N/A,N/A
169,0,N/A,N/A
170,0,N/A,N/A
171,0,N/A,N/A
172,0,N/A,N/A
173,0,N/A,N/A
174,0,N/A,N/A
175,0,N/A,N/A
176,0,N/A,N/A
177,0,N/A,N/A
178,0,N/A,N/A
179,0,N/A,N/A
180,0,N/A,N/A
181,0,N/A,N/A
182,0,N/A,N/A
183,0,N/A,N/A
184,0,N/A,N/A
185,0,N/A,N/A
186,0,N/A,N/A
187,0,N/A,N/A
188,0,N/A,N/A
189,0,N/A,N/A
190,0,N/A,N/A
191,0,N/A,N/A
192,0,N/A,N/A
193,0,N/A,N/A
194,0,N/A,N/A
195,0,N/A,N/A
196,0,N/A,N/A
197,0,N/A,N/A
198,0,N/A,N/A
199,0,N/A,N/A
200,0,N/A,N/A
